PWP scheduling:Number of processes: 10000
Total elapsed time (for the scheduler): 153235
Throughput (Number of processes executed in units of CPU burst time): 0.065
CPU utilization: 81.929
Average waiting time (in CPU burst times): 26977.580
Average turnaround time (in CPU burst times): 26992.903
Average response time (in CPU burst times): 26953.720

Index    Arrival time     CPU Burst Length   Priority    Finish Time      Turnaround Time      Waiting Time    Idle Time      Response Time
 219        2133                  29           3                2256                 123                  94           0          94
 223        2165                   3           3                2259                  94                  91           7          91
 231        2195                  19           3                2278                  83                  64           0          64
 243        2303                  21           2                2324                  21                   0          25           0
 238        2254                  26           3                2325                  71                  45           0          24
 242        2300                   4           3                2329                  29                  25           5          25
 245        2304                   4           4                2333                  29                  25           0          25
 250        2333                   6           2                2339                   6                   0           0           0
 251        2344                  12           3                2356                  12                   0           5           0
 252        2347                  15           4                2371                  24                   9           0           9
 217        2128                  27           5                2393                 265                 238           0         211
 225        2174                  17           5                2410                 236                 219           0         219
 254        2374                  24           5                2434                  60                  36           0          36
  94         913                  14           6                2438                1525                1511           0         617
 262        2448                   9           2                2457                   9                   0          10           0
 259        2444                  18           3                2471                  27                   9           0           0
 101         980                  13           6                2478                1498                1485           0        1458
 130        1225                   3           6                2481                1256                1253           0        1253
 133        1250                   7           6                2488                1238                1231           0        1231
 263        2488                  16           2                2504                  16                   0           0           0
 149        1450                   6           6                2510                1060                1054           0        1054
 267        2514                   9           1                2523                   9                   0           4           0
 265        2512                   3           3                2524                  12                   9           0           0
 153        1523                  10           6                2532                1009                 999           0         987
 165        1591                   5           6                2537                 946                 941           0         941
 270        2544                   2           3                2546                   2                   0           7           0
 176        1694                  13           6                2552                 858                 845           0         843
 271        2570                  18           3                2588                  18                   0          18           0
 178        1699                  24           6                2594                 895                 871           0         853
 195        1819                  19           6                2613                 794                 775           0         775
 273        2613                  10           5                2623                  10                   0           0           0
 275        2624                  19           5                2643                  19                   0           1           0
 279        2665                   6           2                2671                   6                   0          22           0
 278        2656                  10           3                2672                  16                   6           0           0
 280        2670                  18           3                2690                  20                   2           0           2
 277        2649                  20           4                2703                  54                  34           0           0
 281        2682                   3           5                2706                  24                  21           0          21
 282        2712                  12           1                2724                  12                   0           6           0
 284        2726                  19           3                2745                  19                   0           2           0
 288        2759                   3           2                2762                   3                   0          14           0
 287        2753                   7           4                2763                  10                   3           0           0
 210        1960                  25           6                2765                 805                 780           0         663
 289        2767                  19           3                2786                  19                   0           2           0
 290        2776                  25           3                2811                  35                  10           0          10
 294        2808                  26           5                2837                  29                   3           0           3
 222        2160                   9           6                2844                 684                 675           0         605
 228        2188                  18           6                2862                 674                 656           0         656
 230        2190                  21           6                2883                 693                 672           0         672
 298        2884                  14           1                2898                  14                   0           1           0
 299        2892                  14           5                2912                  20                   6           0           6
 301        2916                   6           2                2922                   6                   0           4           0
 239        2264                   8           6                2925                 661                 653           6         619
 304        2934                  13           1                2947                  13                   0           9           0
 311        2963                  11           1                2974                  11                   0          16           0
 305        2938                  25           2                2983                  45                  20           0           9
 308        2952                   6           3                2989                  37                  31           0          31
 312        2970                  14           3                3003                  33                  19           0          19
 306        2941                  17           4                3020                  79                  62           0          62
 313        2970                  26           4                3046                  76                  50           0          50
 321        3028                   5           4                3051                  23                  18           3          18
 324        3052                   6           1                3058                   6                   0           1           0
 325        3063                  28           3                3091                  28                   0           5           0
 328        3107                  13           1                3120                  13                   0          16           0
 322        3044                  27           4                3125                  81                  54           0           7
 327        3104                  19           4                3144                  40                  21           0          21
 333        3162                   4           2                3166                   4                   0          18           0
 331        3148                  20           3                3172                  24                   4           0           0
 338        3186                  17           3                3203                  17                   0          14           0
 330        3132                  26           4                3211                  79                  53           0          12
 335        3167                  12           4                3223                  56                  44           0          44
 303        2931                  13           5                3233                 302                 289           0           0
 339        3242                   9           1                3251                   9                   0           9           0
 317        2987                  21           5                3263                 276                 255           0         246
 340        3275                   7           1                3282                   7                   0          12           0
 345        3294                  29           1                3323                  29                   0          12           0
 341        3279                  18           3                3329                  50                  32           0           3
 348        3335                  21           1                3356                  21                   0           6           0
 347        3333                   8           2                3362                  29                  21           0           0
 350        3355                   7           2                3369                  14                   7           0           7
 354        3373                  26           1                3399                  26                   0           4           0
 359        3396                  23           1                3422                  26                   3           0           3
 357        3381                   5           3                3427                  46                  41           0          41
 346        3322                  15           4                3434                 112                  97           0           7
 355        3374                  15           4                3449                  75                  60           0          60
 360        3407                   6           4                3455                  48                  42           1          42
 367        3465                  10           3                3475                  10                   0          10           0
 369        3488                  11           2                3499                  11                   0          13           0
 366        3465                  28           3                3514                  49                  21           0          10
 373        3524                  10           2                3534                  10                   0          10           0
 375        3539                  28           1                3567                  28                   0           5           0
 364        3458                  23           4                3568                 110                  87           0           0
 370        3490                  12           4                3580                  90                  78           0          78
 376        3549                   2           4                3582                  33                  31           0          31
 319        3021                  28           5                3595                 574                 546           0         242
 329        3120                   7           5                3602                 482                 475           0         475
 380        3607                  11           1                3618                  11                   0           5           0
 381        3612                  20           4                3638                  26                   6           0           6
 385        3644                  23           4                3667                  23                   0           6           0
 388        3675                  19           1                3694                  19                   0           8           0
 387        3673                  15           3                3707                  34                  19           0           0
 332        3160                  26           5                3716                 556                 530           0         442
 394        3733                   9           1                3742                   9                   0          17           0
 336        3180                  26           5                3751                 571                 545           0         536
 352        3361                   2           5                3753                 392                 390           0         390
 396        3755                   6           3                3761                   6                   0           2           0
 356        3378                   7           5                3766                 388                 381           0         375
 379        3596                  24           5                3790                 194                 170           0         170
 391        3718                   4           5                3794                  76                  72           0          72
 395        3749                  15           5                3809                  60                  45           0          45
 397        3784                  29           5                3838                  54                  25           0          25
 400        3846                  16           4                3862                  16                   0           8           0
 402        3863                   2           2                3865                   2                   0           1           0
 403        3873                  26           2                3899                  26                   0           8           0
 411        3925                   6           1                3931                   6                   0          26           0
 405        3882                  28           3                3933                  51                  23           0          17
 406        3900                  17           3                3950                  50                  33           0          33
 401        3853                  29           4                3970                 117                  88           0           9
 414        3979                  16           3                3995                  16                   0           9           0
 415        3988                  22           3                4017                  29                   7           0           7
 404        3879                  13           4                4021                 142                 129           9          91
 419        4021                  10           3                4031                  10                   0           0           0
 422        4036                  23           2                4059                  23                   0           5           0
 423        4053                  21           2                4080                  27                   6           0           6
 425        4064                  24           3                4104                  40                  16           0          16
 407        3904                  14           4                4113                 209                 195           0         127
 416        3994                   5           4                4118                 124                 119           5         119
 429        4123                  23           2                4146                  23                   0           5           0
 431        4135                   4           2                4150                  15                  11           0          11
 424        4062                  19           4                4164                 102                  83           0          56
 433        4171                  28           2                4199                  28                   0           7           0
 418        4014                   9           5                4201                 187                 178           0         150
 430        4133                   3           5                4204                  71                  68           5          68
 432        4165                   5           5                4209                  44                  39           9          39
 249        2323                  18           6                4213                1890                1872           0         602
 436        4220                  19           1                4239                  19                   0           7           0
 435        4214                  27           3                4260                  46                  19           0           0
 253        2352                  20           6                4279                1927                1907           0        1861
 441        4281                   8           3                4289                   8                   0           2           0
 256        2396                   3           6                4290                1894                1891           9        1883
 443        4301                  24           1                4325                  24                   0          11           0
 442        4299                  27           2                4350                  51                  24           0           0
 444        4303                   6           3                4356                  53                  47           8          47
 447        4342                  20           3                4376                  34                  14           0          14
 445        4341                  11           5                4387                  46                  35           0          35
 448        4390                   4           4                4394                   4                   0           3           0
 274        2613                  17           6                4399                1786                1769           0        1677
 285        2727                   2           6                4401                1674                1672           4        1672
 449        4404                  22           1                4426                  22                   0           3           0
 451        4415                  10           2                4436                  21                  11           0          11
 455        4456                  19           3                4475                  19                   0          20           0
 452        4424                  23           4                4478                  54                  31           0          12
 462        4501                  20           1                4521                  20                   0          23           0
 465        4524                   6           1                4530                   6                   0           3           0
 460        4498                  28           2                4552                  54                  26           0           0
 458        4483                  19           3                4556                  73                  54           0           0
 454        4454                  13           4                4564                 110                  97           0          24
 467        4564                  14           1                4578                  14                   0           0           0
 472        4582                  14           3                4596                  14                   0           4           0
 459        4488                  11           4                4603                 115                 104           4          90
 474        4611                   5           1                4616                   5                   0           8           0
 475        4628                   8           1                4636                   8                   0          12           0
 468        4565                  24           4                4640                  75                  51           0          38
 476        4654                  24           3                4678                  24                   0          14           0
 453        4442                  16           5                4680                 238                 222           0         198
 461        4501                   7           5                4687                 186                 179           2         179
 478        4702                   5           2                4707                   5                   0          15           0
 480        4711                  15           3                4726                  15                   0           4           0
 469        4566                  22           5                4729                 163                 141           0         121
 471        4576                   6           5                4735                 159                 153           0         153
 482        4740                  14           1                4754                  14                   0           5           0
 483        4760                   6           1                4766                   6                   0           6           0
 485        4761                  13           1                4779                  18                   5           0           5
 484        4760                  17           3                4796                  36                  19           0          19
 486        4771                  11           3                4807                  36                  25           0          25
 487        4774                  24           4                4831                  57                  33           0          33
 488        4777                   3           4                4834                  57                  54           4          54
 496        4838                  21           1                4859                  21                   0           4           0
 495        4837                   3           3                4861                  24                  21           0           0
 500        4861                  11           1                4872                  11                   0           0           0
 497        4841                  16           3                4888                  47                  31           0          31
 491        4816                  14           4                4899                  83                  69           0          18
 492        4816                  27           4                4926                 110                  83           0          83
 493        4816                   9           5                4935                 119                 110           0         110
 503        4911                  17           5                4952                  41                  24           0          24
 309        2957                  16           6                4954                1997                1981           0        1444
 318        3016                   3           6                4957                1941                1938          10        1938
 506        4964                   3           4                4967                   3                   0           7           0
 507        4967                  29           5                4996                  29                   0           0           0
 510        4997                  21           1                5018                  21                   0           1           0
 511        5007                   7           1                5025                  18                  11           2          11
 513        5020                   7           2                5032                  12                   5           6           5
 512        5013                  17           3                5049                  36                  19           0          19
 344        3293                  17           6                5058                1765                1748           0        1664
