SJF scheduling:Number of processes: 10000
Total elapsed time (for the scheduler): 153235
Throughput (Number of processes executed in units of CPU burst time): 0.065
CPU utilization: 93.496
Average waiting time (in CPU burst times): 15263.107
Average turnaround time (in CPU burst times): 15278.430
Average response time (in CPU burst times): 15264.103

Index    Arrival time     CPU Burst Length   Priority    Finish Time      Turnaround Time      Waiting Time    Idle Time      Response Time
  50         423                  17           2                 459                  36                  19           0          19
  52         471                   4           2                 475                   4                   0          12           0
  53         479                   2           6                 481                   2                   0           4           0
  16         131                  20           3                 485                 354                 334           0         350
  55         484                  11           7                 496                  12                   1           0           1
  43         332                  21           8                 517                 185                 164           0         164
  11         106                  22           5                 539                 433                 411           0         411
  58         538                  15           7                 554                  16                   1           0           1
  59         555                  15           9                 570                  15                   0           1           0
  60         569                   2           6                 572                   3                   1           0           1
  61         574                   3           4                 577                   3                   0           2           0
  63         584                  11           7                 595                  11                   0           7           0
  57         508                  22           9                 607                  99                  77           0          87
  68         612                   8           6                 620                   8                   0           5           0
  66         601                  17           8                 632                  31                  14           0          19
  67         611                  18           1                 650                  39                  21           0          21
  72         654                  13           9                 667                  13                   0           4           0
  73         662                   5           7                 672                  10                   5           0           5
  74         676                   2           5                 678                   2                   0           4           0
  69         613                  20           2                 690                  77                  57           0          65
  76         692                   6           7                 698                   6                   0           2           0
  75         688                  12           5                 708                  20                   8           0          10
  77         718                  10           7                 728                  10                   0          10           0
  62         580                  22           3                 740                 160                 138           0         148
  80         748                   9           1                 757                   9                   0           8           0
  29         218                  24           5                 773                 555                 531           0         539
  81         760                  18           3                 791                  31                  13           0          13
  84         777                  16           4                 807                  30                  14           0          14
  82         760                  20           8                 827                  67                  47           0          47
  88         827                   7           3                 834                   7                   0           0           0
  86         821                  12           9                 846                  25                  13           0          13
  89         846                   4           6                 850                   4                   0           0           0
  79         747                  21           6                 871                 124                 103           0         103
  90         872                   2           8                 874                   2                   0           1           0
  91         885                   3           2                 888                   3                   0          11           0
  78         745                  22           8                 898                 153                 131           0         143
  92         902                  13           6                 915                  13                   0           4           0
  95         917                  11           3                 928                  11                   0           2           0
  96         927                   3           4                 931                   4                   1           0           1
  94         913                  14           6                 943                  30                  16           0          18
  98         941                   3           8                 946                   5                   2           0           2
  97         934                  13           3                 959                  25                  12           0          12
  99         961                   7           4                 968                   7                   0           2           0
  83         770                  23           3                 985                 215                 192           0         198
 101         980                  13           6                 998                  18                   5           0           5
 100         970                  18           9                1016                  46                  28           0          28
 108        1016                  12           1                1028                  12                   0           0           0
 107        1015                  14           8                1042                  27                  13           0          13
 110        1041                   8           2                1050                   9                   1           0           1
 112        1051                   6           5                1057                   6                   0           1           0
 113        1058                   7           3                1065                   7                   0           1           0
 115        1061                   5           5                1070                   9                   4           0           4
 118        1070                   4           5                1074                   4                   0           0           0
 111        1048                  10           4                1082                  34                  24           0          26
 120        1076                   8           9                1090                  14                   6           0           6
 117        1068                   9           2                1099                  31                  22           0          22
 116        1066                  14           9                1113                  47                  33           0          33
 122        1106                  14           4                1127                  21                   7           0           7
 109        1021                  19           2                1146                 125                 106           0         106
 124        1154                   2           3                1156                   2                   0           8           0
 123        1150                   8           1                1160                  10                   2           0           6
 106        1011                  21           7                1177                 166                 145           0         149
 126        1173                  13           8                1190                  17                   4           0           4
 127        1199                   3           2                1202                   3                   0           9           0
  93         913                  22           1                1215                 302                 280           0         289
 128        1204                  11           9                1226                  22                  11           0          11
 130        1225                   3           6                1229                   4                   1           0           1
 131        1229                  13           2                1242                  13                   0           0           0
 132        1236                  12           2                1254                  18                   6           0           6
 133        1250                   7           6                1261                  11                   4           0           4
 114        1059                  22           2                1283                 224                 202           0         202
 105        1006                  23           3                1306                 300                 277           0         277
 134        1301                  15           3                1321                  20                   5           0           5
 135        1314                   9           8                1330                  16                   7           0           7
 136        1318                  10           4                1340                  22                  12           0          12
 137        1325                  17           4                1357                  32                  15           0          15
 138        1343                  17           8                1374                  31                  14           0          14
 141        1360                  15           4                1389                  29                  14           0          14
 143        1379                  17           8                1406                  27                  10           0          10
 145        1411                  14           5                1425                  14                   0           5           0
 147        1423                   8           1                1433                  10                   2           0           2
 146        1418                  17           4                1450                  32                  15           0          15
 149        1450                   6           6                1456                   6                   0           0           0
 150        1458                   4           4                1462                   4                   0           2           0
 151        1462                   6           2                1468                   6                   0           0           0
 148        1446                  12           8                1478                  32                  20           0          22
 152        1477                  13           5                1491                  14                   1           0           1
 129        1209                  23           4                1509                 300                 277           0         282
 144        1391                  23           5                1532                 141                 118           0         118
 153        1523                  10           6                1542                  19                   9           0           9
 156        1550                   6           3                1556                   6                   0           8           0
 155        1542                  17           3                1565                  23                   6           0          14
 157        1558                   8           3                1573                  15                   7           0           7
 161        1573                  11           4                1584                  11                   0           0           0
 163        1585                   6           1                1591                   6                   0           1           0
 165        1591                   5           6                1596                   5                   0           0           0
 167        1598                   3           8                1601                   3                   0           2           0
 166        1592                  10           5                1609                  17                   7           0           9
 158        1566                  14           5                1622                  56                  42           0          43
 170        1614                  14           9                1636                  22                   8           0           8
 159        1566                  16           3                1652                  86                  70           0          70
 171        1640                  13           1                1665                  25                  12           0          12
 164        1585                  18           4                1683                  98                  80           0          80
 174        1677                  18           5                1701                  24                   6           0           6
 176        1694                  13           6                1714                  20                   7           0           7
 154        1540                  19           4                1733                 193                 174           0         174
 181        1731                   5           9                1738                   7                   2           0           2
 180        1731                  11           3                1749                  18                   7           0           7
 182        1742                  13           7                1762                  20                   7           0           7
 183        1758                  12           4                1774                  16                   4           0           4
 187        1782                   5           9                1787                   5                   0           8           0
 190        1788                   5           2                1793                   5                   0           1           0
 184        1761                  16           3                1800                  39                  23           0          32
 188        1786                   9           1                1809                  23                  14           0          14
 194        1815                   9           8                1824                   9                   0           6           0
 162        1585                  19           2                1837                 252                 233           0         239
 198        1838                  17           8                1855                  17                   0           1           0
 168        1600                  19           3                1873                 273                 254           0         255
 201        1869                   4           9                1877                   8                   4           0           4
 200        1851                  18           7                1895                  44                  26           0          26
 205        1895                   4           1                1899                   4                   0           0           0
 204        1892                   9           8                1908                  16                   7           0           7
 195        1819                  19           6                1927                 108                  89           0          89
 206        1917                  17           9                1944                  27                  10           0          10
 169        1606                  20           5                1964                 358                 338           0         338
 209        1955                  16           5                1980                  25                   9           0           9
 211        1983                  10           7                1993                  10                   0           3           0
 177        1695                  20           8                2010                 315                 295           0         298
 212        2025                   3           3                2028                   3                   0          15           0
 160        1568                  21           4                2034                 466                 445           0         460
 213        2041                  13           5                2054                  13                   0           7           0
 196        1822                  22           3                2069                 247                 225           0         232
 215        2046                  16           2                2085                  39                  23           0          23
 216        2069                  19           1                2104                  35                  16           0          16
 214        2044                  21           7                2125                  81                  60           0          60
 218        2132                  13           3                2145                  13                   0           7           0
 221        2147                  11           9                2158                  11                   0           2           0
 223        2165                   3           3                2168                   3                   0           7           0
 222        2160                   9           6                2172                  12                   3           0           8
 186        1779                  23           8                2184                 405                 382           0         393
 226        2182                   3           7                2187                   5                   2           0           2
 227        2187                  12           7                2199                  12                   0           0           0
 225        2174                  17           5                2216                  42                  25           0          25
 233        2210                   9           1                2225                  15                   6           0           6
 228        2188                  18           6                2243                  55                  37           0          37
 235        2228                  15           9                2258                  30                  15           0          15
 239        2264                   8           6                2272                   8                   0           6           0
 241        2269                   5           8                2277                   8                   3           0           3
 240        2265                   8           9                2285                  20                  12           0          12
 237        2246                  16           9                2295                  49                  33           0          39
 242        2300                   4           3                2304                   4                   0           5           0
 245        2304                   4           4                2308                   4                   0           0           0
 244        2304                   8           9                2316                  12                   4           0           4
 248        2322                   4           9                2326                   4                   0           6           0
 231        2195                  19           3                2334                 139                 120           0         131
 250        2333                   6           2                2340                   7                   1           0           1
 251        2344                  12           3                2356                  12                   0           4           0
 249        2323                  18           6                2370                  47                  29           0          33
 252        2347                  15           4                2385                  38                  23           0          23
 255        2385                   2           8                2387                   2                   0           0           0
 256        2396                   3           6                2399                   3                   0           9           0
 236        2229                  19           7                2409                 180                 161           0         170
 257        2408                   8           9                2417                   9                   1           0           1
 258        2412                  18           8                2435                  23                   5           0           5
 229        2190                  20           7                2455                 265                 245           0         245
 262        2448                   9           2                2464                  16                   7           0           7
 261        2444                  15           8                2479                  35                  20           0          20
 259        2444                  18           3                2497                  53                  35           0          35
 263        2488                  16           2                2513                  25                   9           0           9
 265        2512                   3           3                2516                   4                   1           0           1
 267        2514                   9           1                2525                  11                   2           0           2
 268        2526                  10           8                2536                  10                   0           1           0
 270        2544                   2           3                2546                   2                   0           8           0
 253        2352                  20           6                2557                 205                 185           0         194
 272        2570                   4           7                2574                   4                   0          13           0
 269        2537                  20           7                2581                  44                  24           0          37
 271        2570                  18           3                2599                  29                  11           0          11
 224        2170                  21           1                2620                 450                 429           0         429
 273        2613                  10           5                2630                  17                   7           0           7
 274        2613                  17           6                2647                  34                  17           0          17
 275        2624                  19           5                2666                  42                  23           0          23
 279        2665                   6           2                2672                   7                   1           0           1
 278        2656                  10           3                2682                  26                  16           0          16
 281        2682                   3           5                2685                   3                   0           0           0
 280        2670                  18           3                2703                  33                  15           0          15
 277        2649                  20           4                2723                  74                  54           0          54
 285        2727                   2           6                2729                   2                   0           4           0
 282        2712                  12           1                2737                  25                  13           0          17
 286        2737                   4           8                2741                   4                   0           0           0
 284        2726                  19           3                2760                  34                  15           0          15
 288        2759                   3           2                2763                   4                   1           0           1
 287        2753                   7           4                2770                  17                  10           0          10
 289        2767                  19           3                2789                  22                   3           0           3
 291        2780                  17           7                2806                  26                   9           0           9
 292        2794                  14           8                2820                  26                  12           0          12
 293        2802                  17           8                2837                  35                  18           0          18
 295        2839                  16           7                2855                  16                   0           2           0
 230        2190                  21           6                2874                 684                 663           0         665
 297        2868                  13           9                2887                  19                   6           0           6
 298        2884                  14           1                2901                  17                   3           0           3
 300        2898                  10           8                2911                  13                   3           0           3
 301        2916                   6           2                2922                   6                   0           5           0
 299        2892                  14           5                2931                  39                  25           0          30
 302        2927                  11           9                2942                  15                   4           0           4
 307        2948                   4           8                2952                   4                   0           6           0
 308        2952                   6           3                2958                   6                   0           0           0
 303        2931                  13           5                2965                  34                  21           0          27
 311        2963                  11           1                2976                  13                   2           0           2
 316        2978                   3           8                2981                   3                   0           2           0
 304        2934                  13           1                2992                  58                  45           0          47
 312        2970                  14           3                3006                  36                  22           0          22
 318        3016                   3           6                3019                   3                   0          10           0
 309        2957                  16           6                3025                  68                  52           0          62
 321        3028                   5           4                3033                   5                   0           3           0
 314        2973                  16           9                3046                  73                  57           0          60
 324        3052                   6           1                3058                   6                   0           6           0
 306        2941                  17           4                3069                 128                 111           0         117
 310        2960                  19           8                3088                 128                 109           0         109
 323        3051                  20           9                3108                  57                  37           0          37
 328        3107                  13           1                3121                  14                   1           0           1
 329        3120                   7           5                3128                   8                   1           0           1
 327        3104                  19           4                3147                  43                  24           0          24
 333        3162                   4           2                3166                   4                   0          15           0
 243        2303                  21           2                3172                 869                 848           0         863
 335        3167                  12           4                3184                  17                   5           0           5
 338        3186                  17           3                3203                  17                   0           2           0
 331        3148                  20           3                3221                  73                  53           0          55
 317        2987                  21           5                3242                 255                 234           0         234
 339        3242                   9           1                3251                   9                   0           0           0
 247        2319                  22           7                3273                 954                 932           0         932
 340        3275                   7           1                3282                   7                   0           2           0
 343        3287                   6           7                3293                   6                   0           5           0
 342        3280                  14           9                3302                  22                   8           0          13
 344        3293                  17           6                3319                  26                   9           0           9
 341        3279                  18           3                3337                  58                  40           0          40
 347        3333                   8           2                3345                  12                   4           0           4
 349        3343                  10           8                3355                  12                   2           0           2
 350        3355                   7           2                3362                   7                   0           0           0
 352        3361                   2           5                3364                   3                   1           0           1
 346        3322                  15           4                3379                  57                  42           0          42
 356        3378                   7           5                3386                   8                   1           0           1
 357        3381                   5           3                3391                  10                   5           0           5
 355        3374                  15           4                3406                  32                  17           0          17
 360        3407                   6           4                3413                   6                   0           1           0
 232        2195                  23           2                3433                1238                1215           0        1218
 362        3432                   3           9                3436                   4                   1           0           1
 363        3441                   7           6                3448                   7                   0           5           0
 361        3422                  20           6                3463                  41                  21           0          26
 365        3464                   2           6                3466                   2                   0           1           0
 367        3465                  10           3                3476                  11                   1           0           1
 368        3485                   6           6                3491                   6                   0           9           0
 348        3335                  21           1                3502                 167                 146           0         156
 369        3488                  11           2                3513                  25                  14           0          14
 370        3490                  12           4                3525                  35                  23           0          23
 373        3524                  10           2                3535                  11                   1           0           1
 374        3535                  16           7                3551                  16                   0           0           0
 376        3549                   2           4                3553                   4                   2           0           2
 377        3559                   7           9                3566                   7                   0           6           0
 351        3358                  22           7                3582                 224                 202           0         208
 378        3577                  17           9                3599                  22                   5           0           5
 380        3607                  11           1                3618                  11                   0           8           0
 382        3619                  11           9                3630                  11                   0           1           0
 372        3521                  22           7                3643                 122                 100           0         109
 386        3645                   8           8                3653                   8                   0           2           0
 384        3641                  14           7                3665                  24                  10           0          12
 381        3612                  20           4                3685                  73                  53           0          53
 387        3673                  15           3                3700                  27                  12           0          12
 390        3710                   2           6                3712                   2                   0          10           0
 389        3689                  16           6                3718                  29                  13           0          23
 391        3718                   4           5                3722                   4                   0           0           0
 393        3733                   3           9                3736                   3                   0          11           0
 388        3675                  19           1                3744                  69                  50           0          61
 394        3733                   9           1                3753                  20                  11           0          11
 396        3755                   6           3                3761                   6                   0           2           0
 395        3749                  15           5                3774                  25                  10           0          12
 392        3727                  18           8                3792                  65                  47           0          47
 383        3627                  22           8                3814                 187                 165           0         165
 398        3816                  10           9                3826                  10                   0           2           0
 399        3824                   5           7                3831                   7                   2           0           2
 264        2490                  23           7                3852                1362                1339           0        1341
 402        3863                   2           2                3865                   2                   0          11           0
 400        3846                  16           4                3870                  24                   8           0          19
 404        3879                  13           4                3892                  13                   0           9           0
 266        2513                  23           7                3906                1393                1370           0        1379
 407        3904                  14           4                3920                  16                   2           0           2
 409        3921                   8           7                3929                   8                   0           1           0
 411        3925                   6           1                3935                  10                   4           0           4
 410        3922                  12           8                3947                  25                  13           0          13
 406        3900                  17           3                3963                  63                  46           0          47
 413        3973                   3           9                3976                   3                   0          10           0
 276        2627                  23           7                3989                1362                1339           0        1349
 416        3994                   5           4                3999                   5                   0           5           0
 414        3979                  16           3                4010                  31                  15           0          20
 417        4007                   6           7                4016                   9                   3           0           3
 418        4014                   9           5                4025                  11                   2           0           2
 419        4021                  10           3                4035                  14                   4           0           4
 420        4035                  11           9                4046                  11                   0           0           0
 421        4035                  18           8                4064                  29                  11           0          11
 426        4067                   8           7                4075                   8                   0           3           0
