SJF scheduling:Number of processes: 10000
Total elapsed time (for the scheduler): 249665
Throughput (Number of processes executed in units of CPU burst time): 0.040
CPU utilization: 50.935
Average waiting time (in CPU burst times): 10.748
Average turnaround time (in CPU burst times): 26.070
Average response time (in CPU burst times): 11.827

Index    Arrival time     CPU Burst Length   Priority    Finish Time      Turnaround Time      Waiting Time    Idle Time      Response Time
 252        5863                  15           4                5888                  25                  10           0          10
 253        5874                  20           6                5908                  34                  14           0          14
 254        5928                  24           5                5952                  24                   0          20           0
 255        5956                   2           8                5958                   2                   0           4           0
 256        5984                   3           6                5987                   3                   0          26           0
 257        6015                   8           9                6023                   8                   0          28           0
 258        6025                  18           8                6043                  18                   0           2           0
 261        6106                  15           8                6121                  15                   0          63           0
 262        6115                   9           2                6130                  15                   6           0           6
 259        6105                  18           3                6147                  42                  24          62          25
 260        6105                  27           9                6174                  69                  42           0          42
 263        6216                  16           2                6232                  16                   0          42           0
 264        6222                  23           7                6255                  33                  10           0          10
 265        6276                   3           3                6279                   3                   0          21           0
 267        6278                   9           1                6288                  10                   1           0           1
 266        6277                  23           7                6311                  34                  11           0          11
 268        6309                  10           8                6321                  12                   2           0           2
 269        6335                  20           7                6355                  20                   0          14           0
 270        6353                   2           3                6357                   4                   2           0           2
 272        6419                   4           7                6423                   4                   0          62           0
 271        6418                  18           3                6440                  22                   4          61           5
 273        6526                  10           5                6536                  10                   0          86           0
 274        6526                  17           6                6553                  27                  10           0          10
 275        6553                  19           5                6572                  19                   0           0           0
 276        6561                  23           7                6595                  34                  11           0          11
 277        6615                  20           4                6635                  20                   0          20           0
 278        6633                  10           3                6645                  12                   2           0           2
 279        6655                   6           2                6661                   6                   0          10           0
 280        6669                  18           3                6687                  18                   0           8           0
 281        6700                   3           5                6703                   3                   0          13           0
 282        6774                  12           1                6786                  12                   0          71           0
 285        6813                   2           6                6815                   2                   0          27           0
 283        6798                  24           7                6824                  26                   2          12          17
 286        6838                   4           8                6842                   4                   0          14           0
 284        6810                  19           3                6847                  37                  18           0          32
 287        6879                   7           4                6886                   7                   0          32           0
 288        6894                   3           2                6897                   3                   0           8           0
 289        6913                  19           3                6932                  19                   0          16           0
 290        6935                  25           3                6960                  25                   0           3           0
 291        6946                  17           7                6977                  31                  14           0          14
 292        6981                  14           8                6995                  14                   0           4           0
 293        7000                  17           8                7017                  17                   0           5           0
 294        7016                  26           5                7043                  27                   1           0           1
 295        7093                  16           7                7109                  16                   0          50           0
 296        7117                  28           9                7145                  28                   0           8           0
 297        7165                  13           9                7178                  13                   0          20           0
 298        7205                  14           1                7219                  14                   0          27           0
 299        7226                  14           5                7240                  14                   0           7           0
 300        7241                  10           8                7251                  10                   0           1           0
 301        7286                   6           2                7292                   6                   0          35           0
 302        7314                  11           9                7325                  11                   0          22           0
 303        7324                  13           5                7338                  14                   1           0           1
 304        7330                  13           1                7351                  21                   8           0           8
 306        7347                  17           4                7368                  21                   4           0           4
 307        7365                   4           8                7372                   7                   3           0           3
 308        7374                   6           3                7380                   6                   0           2           0
 305        7339                  25           2                7403                  64                  39           0          41
 311        7402                  11           1                7414                  12                   1           0           1
 309        7387                  16           6                7430                  43                  27           0          27
 312        7420                  14           3                7444                  24                  10           0          10
 316        7443                   3           8                7447                   4                   1           0           1
 314        7428                  16           9                7463                  35                  19           0          19
 310        7394                  19           8                7482                  88                  69           0          69
 317        7466                  21           5                7503                  37                  16           0          16
 313        7421                  26           4                7529                 108                  82           0          82
 318        7539                   3           6                7542                   3                   0          10           0
 315        7429                  28           9                7560                 131                 103           0         113
 321        7569                   5           4                7574                   5                   0           9           0
 319        7553                  28           5                7593                  40                  12           0          21
 320        7565                  27           9                7620                  55                  28           0          28
 324        7627                   6           1                7633                   6                   0           7           0
 323        7624                  20           9                7650                  26                   6           0           9
 322        7608                  27           4                7673                  65                  38           0          42
 325        7656                  28           3                7701                  45                  17           0          17
 326        7683                  24           9                7725                  42                  18           0          18
 327        7758                  19           4                7777                  19                   0          33           0
 328        7765                  13           1                7790                  25                  12           0          12
 329        7797                   7           5                7804                   7                   0           7           0
 330        7826                  26           4                7852                  26                   0          22           0
 331        7867                  20           3                7887                  20                   0          15           0
 333        7904                   4           2                7908                   4                   0          17           0
 332        7898                  26           5                7928                  30                   4          11          10
 335        7917                  12           4                7940                  23                  11           0          11
 334        7911                  24           8                7964                  53                  29           0          29
 338        7963                  17           3                7981                  18                   1           0           1
 336        7950                  26           5                8007                  57                  31           0          31
 337        7961                  27           8                8034                  73                  46           0          46
